TSTNO| VEHNO| IPNO| IPLOC| IPLOCD| IPCOM| IPCOMD| BIX| BIY| BIZ| AIX| AIY| AIZ| TSTREF 
6742|1|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|2736|183|153|2722|183|154|
6742|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|2832|-413|154|2819|-416|133|
6742|1|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|2740|305|150|2731|308|145|
6742|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|2833|-286|151|2810|-284|131|
6742|1|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|2740|438|149|2735|436|142|
6742|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|2814|-162|147|2796|-167|138|
6742|1|8|P|Passenger Side|TPD2P|Toepan point D2, passenger side|2746|567|145|2742|565|133|
6742|1|9|D|Driver Side|TPA3D|Toepan point A3, driver side|2710|-545|176|2711|-544|160|
6742|1|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|2670|180|195|2670|187|213|
6742|1|10|D|Driver Side|TPB3D|Toepan point B3, driver side|2767|-414|194|2770|-416|185|
6742|1|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|2669|306|193|2672|311|202|
6742|1|11|D|Driver Side|TPC3D|Toepan point C3, driver side|2768|-287|194|2765|-291|190|
6742|1|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|2670|435|193|2672|439|194|
6742|1|12|D|Driver Side|TPD3D|Toepan point D3, driver side|2758|-163|190|2754|-168|189|
6742|1|12|P|Passenger Side|TPD3P|Toepan point D3, passenger side|2671|564|194|2669|565|188|
6742|1|13|D|Driver Side|FBA4D|Floorboard point A4, driver side|2670|-540|199|2709|-547|164|
6742|1|13|P|Passenger Side|FBA4P|Floorboard point A4, passenger side|2580|180|195|2585|184|217|
6742|1|14|D|Driver Side|FBB4D|Floorboard point B4, driver side|2670|-418|200|2675|-418|189|
6742|1|14|P|Passenger Side|FBB4P|Floorboard point B4, passenger side|2577|305|195|2584|305|210|
6742|1|15|D|Driver Side|FBC4D|Floorboard point C4, driver side|2671|-290|198|2675|-294|209|
6742|1|15|P|Passenger Side|FBC4P|Floorboard point C4, passenger side|2579|432|196|2585|434|200|
6742|1|16|D|Driver Side|FBD4D|Floorboard point D4, driver side|2672|-167|196|2674|-175|218|
6742|1|16|P|Passenger Side|FBD4P|Floorboard point D4, passenger side|2579|561|195|2585|561|187|
6742|1|17|D|Driver Side|FBA5D|Floorboard point A5, driver side|2572|-546|200|2577|-548|190|
6742|1|17|P|Passenger Side|FBA5P|Floorboard point A5, passenger side|2485|175|195|2486|179|223|
6742|1|18|D|Driver Side|FBB5D|Floorboard point B5, driver side|2574|-421|199|2580|-426|202|
6742|1|18|P|Passenger Side|FBB5P|Floorboard point B5, passenger side|2482|302|196|2489|302|213|
6742|1|19|D|Driver Side|FBC5D|Floorboard point C5, driver side|2575|-297|198|2578|-301|212|
6742|1|19|P|Passenger Side|FBC5P|Floorboard point C5, passenger side|2483|427|196|2489|432|203|
6742|1|20|D|Driver Side|FBD5D|Floorboard point D5, driver side|2577|-169|197|2582|-174|219|
6742|1|20|P|Passenger Side|FBD5P|Floorboard point D5, passenger side|2487|561|196|2490|562|191|
6742|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|2767|-277|21|2737|-284|31|
6742|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|2509|-471|-251|2499|-179|-254|
6742|1|22|P|Passenger Side|UIPLP|Upper IP left knee, passenger side|2514|173|-254|2510|166|-277|
6742|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|2511|-172|-251|2514|-477|-259|
6742|1|23|P|Passenger Side|UIPRP|Upper IP right knee , passenger side|2522|478|-255|2506|476|-272|
6742|1|24|C|Steering Column|SC|Steering column|2303|-331|-507|2359|-335|-462|
6742|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|2223|-554|182|2230|-559|194|
6742|1|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|2225|556|178|2227|555|184|
6750|1|1|D|Driver Side|TPA1D|Toepan point A1, driver side|1019|-573|367|988|-569|358|BT09061701
6750|1|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|1013|213|368|974|212|365|BT09061701
6750|1|2|D|Driver Side|TPB1D|Toepan point B1, driver side|1054|-453|368|1012|-445|354|BT09061701
6750|1|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|1032|332|369|989|329|358|BT09061701
6750|1|3|D|Driver Side|TPC1D|Toepan point C1, driver side|1030|-332|368|976|-327|354|BT09061701
6750|1|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|1023|452|368|983|450|355|BT09061701
6750|1|4|D|Driver Side|TPD1D|Toepan point D1, driver side|1039|-213|368|987|-208|364|BT09061701
6750|1|4|P|Passenger Side|TPD1P|Toepan point D1, passenger side|1023|572|368|991|570|355|BT09061701
6750|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|976|-573|422|953|-570|418|BT09061701
6750|1|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|958|212|423|915|212|415|BT09061701
6750|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|945|-452|422|911|-452|421|BT09061701
6750|1|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|960|332|424|927|333|423|BT09061701
6750|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|968|-332|423|923|-331|418|BT09061701
6750|1|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|961|452|422|932|453|420|BT09061701
6750|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|961|-212|422|909|-210|416|BT09061701
6750|1|8|P|Passenger Side|TPD2P|Toepan point D2, passenger side|950|572|423|928|564|406|BT09061701
6750|1|9|D|Driver Side|TPA3D|Toepan point A3, driver side|857|-572|479|841|-575|482|BT09061701
6750|1|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|858|213|472|817|222|465|BT09061701
6750|1|10|D|Driver Side|TPB3D|Toepan point B3, driver side|857|-453|462|832|-458|474|BT09061701
6750|1|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|858|333|472|832|339|484|BT09061701
6750|1|11|D|Driver Side|TPC3D|Toepan point C3, driver side|857|-333|477|823|-339|484|BT09061701
6750|1|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|857|453|469|839|459|485|BT09061701
6750|1|12|D|Driver Side|TPD3D|Toepan point D3, driver side|858|-213|475|811|-220|470|BT09061701
6750|1|12|P|Passenger Side|TPD3P|Toepan point D3, passenger side|857|574|468|845|574|470|BT09061701
6750|1|13|D|Driver Side|FBA4D|Floorboard point A4, driver side|762|-573|486|740|-580|492|BT09061701
6750|1|13|P|Passenger Side|FBA4P|Floorboard point A4, passenger side|761|213|479|740|235|439|BT09061701
6750|1|14|D|Driver Side|FBB4D|Floorboard point B4, driver side|762|-452|470|738|-461|478|BT09061701
6750|1|14|P|Passenger Side|FBB4P|Floorboard point B4, passenger side|762|333|472|747|352|468|BT09061701
6750|1|15|D|Driver Side|FBC4D|Floorboard point C4, driver side|761|-333|478|735|-349|470|BT09061701
6750|1|15|P|Passenger Side|FBC4P|Floorboard point C4, passenger side|762|453|470|758|462|500|BT09061701
6750|1|16|D|Driver Side|FBD4D|Floorboard point D4, driver side|762|-213|480|731|-230|455|BT09061701
6750|1|16|P|Passenger Side|FBD4P|Floorboard point D4, passenger side|762|572|476|754|581|480|BT09061701
6750|1|17|D|Driver Side|FBA5D|Floorboard point A5, driver side|667|-573|497|645|-582|509|BT09061701
6750|1|17|P|Passenger Side|FBA5P|Floorboard point A5, passenger side|666|212|495|657|226|484|BT09061701
6750|1|18|D|Driver Side|FBB5D|Floorboard point B5, driver side|667|-452|477|644|-461|492|BT09061701
6750|1|18|P|Passenger Side|FBB5P|Floorboard point B5, passenger side|666|332|488|663|342|514|BT09061701
6750|1|19|D|Driver Side|FBC5D|Floorboard point C5, driver side|667|-333|487|645|-344|493|BT09061701
6750|1|19|P|Passenger Side|FBC5P|Floorboard point C5, passenger side|667|453|474|663|461|497|BT09061701
6750|1|20|D|Driver Side|FBD5D|Floorboard point D5, driver side|666|-213|500|645|-226|495|BT09061701
6750|1|20|P|Passenger Side|FBD5P|Floorboard point D5, passenger side|667|573|487|661|582|501|BT09061701
6750|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|923|-365|271|883|-344|235|BT09061701
6750|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|639|-532|6|632|-539|2|BT09061701
6750|1|22|P|Passenger Side|UIPLP|Upper IP left knee, passenger side|602|280|-35|586|281|-69|BT09061701
6750|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|617|-231|17|596|-239|6|BT09061701
6750|1|23|P|Passenger Side|UIPRP|Upper IP right knee , passenger side|634|531|-43|622|531|-67|BT09061701
6750|1|24|C|Steering Column|SC|Steering column|419|-377|-189|453|-392|-167|BT09061701
6750|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|355|-590|415|352|-586|426|BT09061701
6750|1|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|357|595|407|358|593|415|BT09061701
6754|1|1|D|Driver Side|TPA1D|Toepan point A1, driver side|987|-540|352|967|-530|342|BT09062401
6754|1|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|1031|218|355|1015|226|331|BT09062401
6754|1|2|D|Driver Side|TPB1D|Toepan point B1, driver side|1027|-421|353|997|-412|328|BT09062401
6754|1|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|1028|335|355|999|333|319|BT09062401
6754|1|3|D|Driver Side|TPC1D|Toepan point C1, driver side|1046|-305|352|999|-298|310|BT09062401
6754|1|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|1016|452|354|993|450|324|BT09062401
6754|1|4|D|Driver Side|TPD1D|Toepan point D1, driver side|1042|-188|353|985|-184|311|BT09062401
6754|1|4|P|Passenger Side|TPD1P|Toepan point D1, passenger side|992|570|354|977|573|339|BT09062401
6754|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|959|-539|416|946|-527|405|BT09062401
6754|1|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|953|218|415|938|223|390|BT09062401
6754|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|960|-422|414|940|-410|403|BT09062401
6754|1|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|947|334|416|923|335|386|BT09062401
6754|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|960|-304|415|922|-296|381|BT09062401
6754|1|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|941|451|415|926|453|403|BT09062401
6754|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|960|-188|416|937|-183|396|BT09062401
6754|1|8|P|Passenger Side|TPD2P|Toepan point D2, passenger side|936|569|415|927|567|395|BT09062401
6754|1|9|D|Driver Side|TPA3D|Toepan point A3, driver side|879|-539|471|871|-527|467|BT09062401
6754|1|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|880|219|465|875|220|454|BT09062401
6754|1|10|D|Driver Side|TPB3D|Toepan point B3, driver side|880|-421|466|869|-410|462|BT09062401
6754|1|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|880|335|460|873|335|450|BT09062401
6754|1|11|D|Driver Side|TPC3D|Toepan point C3, driver side|880|-304|470|858|-295|456|BT09062401
6754|1|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|879|451|452|876|451|445|BT09062401
6754|1|12|D|Driver Side|TPD3D|Toepan point D3, driver side|879|-189|477|865|-179|465|BT09062401
6754|1|12|P|Passenger Side|TPD3P|Toepan point D3, passenger side|879|570|454|877|569|442|BT09062401
6754|1|13|D|Driver Side|FBA4D|Floorboard point A4, driver side|780|-540|478|772|-530|476|BT09062401
6754|1|13|P|Passenger Side|FBA4P|Floorboard point A4, passenger side|780|219|466|776|219|458|BT09062401
6754|1|14|D|Driver Side|FBB4D|Floorboard point B4, driver side|780|-421|473|770|-411|471|BT09062401
6754|1|14|P|Passenger Side|FBB4P|Floorboard point B4, passenger side|781|335|466|779|335|467|BT09062401
6754|1|15|D|Driver Side|FBC4D|Floorboard point C4, driver side|781|-304|479|769|-295|481|BT09062401
6754|1|15|P|Passenger Side|FBC4P|Floorboard point C4, passenger side|781|452|458|779|452|457|BT09062401
6754|1|16|D|Driver Side|FBD4D|Floorboard point D4, driver side|780|-188|471|766|-180|464|BT09062401
6754|1|16|P|Passenger Side|FBD4P|Floorboard point D4, passenger side|780|570|459|780|570|456|BT09062401
6754|1|17|D|Driver Side|FBA5D|Floorboard point A5, driver side|680|-540|487|672|-532|480|BT09062401
6754|1|17|P|Passenger Side|FBA5P|Floorboard point A5, passenger side|681|218|485|678|218|479|BT09062401
6754|1|18|D|Driver Side|FBB5D|Floorboard point B5, driver side|681|-422|468|671|-412|469|BT09062401
6754|1|18|P|Passenger Side|FBB5P|Floorboard point B5, passenger side|681|335|473|679|335|473|BT09062401
6754|1|19|D|Driver Side|FBC5D|Floorboard point C5, driver side|680|-305|480|669|-296|480|BT09062401
6754|1|19|P|Passenger Side|FBC5P|Floorboard point C5, passenger side|681|452|453|679|452|454|BT09062401
6754|1|20|D|Driver Side|FBD5D|Floorboard point D5, driver side|681|-190|473|668|-182|469|BT09062401
6754|1|20|P|Passenger Side|FBD5P|Floorboard point D5, passenger side|681|569|471|680|571|464|BT09062401
6754|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|918|-322|277|919|-305|278|BT09062401
6754|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|607|-500|-98|609|-495|-107|BT09062401
6754|1|22|P|Passenger Side|UIPLP|Upper IP left knee, passenger side|603|212|-68|615|467|-105|BT09062401
6754|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|599|-187|-56|598|-186|-77|BT09062401
6754|1|23|P|Passenger Side|UIPRP|Upper IP right knee , passenger side|611|462|-92|369|566|369|BT09062401
6754|1|24|C|Steering Column|SC|Steering column|415|-358|-199|455|-339|-190|BT09062401
6754|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|370|-557|389|365|-552|390|BT09062401
6754|1|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|370|564|370|609|216|-88|BT09062401
6755|1|1|D|Driver Side|TPA1D|Toepan point A1, driver side|1049|-565|365|1012|-571|355|BT09062501
6755|1|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|1058|218|363|1022|236|336|BT09062501
6755|1|2|D|Driver Side|TPB1D|Toepan point B1, driver side|1072|-451|364|1023|-456|350|BT09062501
6755|1|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|1065|335|364|1023|350|335|BT09062501
6755|1|3|D|Driver Side|TPC1D|Toepan point C1, driver side|1070|-336|364|1019|-342|354|BT09062501
6755|1|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|1063|450|363|1026|464|338|BT09062501
6755|1|4|D|Driver Side|TPD1D|Toepan point D1, driver side|1071|-220|363|1032|-228|365|BT09062501
6755|1|4|P|Passenger Side|TPD1P|Toepan point D1, passenger side|1041|566|364|1015|582|351|BT09062501
6755|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|988|-566|410|949|-573|401|BT09062501
6755|1|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|992|219|410|959|236|386|BT09062501
6755|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|1017|-450|409|974|-458|401|BT09062501
6755|1|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|1004|337|411|975|351|394|BT09062501
6755|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|1012|-336|410|968|-344|407|BT09062501
6755|1|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|1005|449|410|980|463|397|BT09062501
6755|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|994|-220|411|952|-228|410|BT09062501
6755|1|8|P|Passenger Side|TPD2P|Toepan point D2, passenger side|992|566|410|977|578|408|BT09062501
6755|1|9|D|Driver Side|TPA3D|Toepan point A3, driver side|898|-565|456|869|-575|458|BT09062501
6755|1|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|899|219|452|868|239|431|BT09062501
6755|1|10|D|Driver Side|TPB3D|Toepan point B3, driver side|899|-449|459|861|-460|463|BT09062501
6755|1|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|899|336|452|876|354|450|BT09062501
6755|1|11|D|Driver Side|TPC3D|Toepan point C3, driver side|899|-335|458|859|-345|464|BT09062501
6755|1|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|898|451|452|882|468|456|BT09062501
6755|1|12|D|Driver Side|TPD3D|Toepan point D3, driver side|898|-219|456|855|-230|455|BT09062501
6755|1|12|P|Passenger Side|TPD3P|Toepan point D3, passenger side|899|564|451|889|580|453|BT09062501
6755|1|13|D|Driver Side|FBA4D|Floorboard point A4, driver side|800|-565|459|765|-577|468|BT09062501
6755|1|13|P|Passenger Side|FBA4P|Floorboard point A4, passenger side|799|220|452|772|252|422|BT09062501
6755|1|14|D|Driver Side|FBB4D|Floorboard point B4, driver side|800|-451|456|762|-462|466|BT09062501
6755|1|14|P|Passenger Side|FBB4P|Floorboard point B4, passenger side|799|336|452|778|360|463|BT09062501
6755|1|15|D|Driver Side|FBC4D|Floorboard point C4, driver side|799|-336|458|761|-347|468|BT09062501
6755|1|15|P|Passenger Side|FBC4P|Floorboard point C4, passenger side|800|451|450|784|472|468|BT09062501
6755|1|16|D|Driver Side|FBD4D|Floorboard point D4, driver side|798|-221|456|758|-231|461|BT09062501
6755|1|16|P|Passenger Side|FBD4P|Floorboard point D4, passenger side|799|566|451|790|587|463|BT09062501
6755|1|17|D|Driver Side|FBA5D|Floorboard point A5, driver side|702|-565|472|668|-576|484|BT09062501
6755|1|17|P|Passenger Side|FBA5P|Floorboard point A5, passenger side|701|221|457|668|245|440|BT09062501
6755|1|18|D|Driver Side|FBB5D|Floorboard point B5, driver side|702|-451|456|666|-463|475|BT09062501
6755|1|18|P|Passenger Side|FBB5P|Floorboard point B5, passenger side|701|337|454|674|355|477|BT09062501
6755|1|19|D|Driver Side|FBC5D|Floorboard point C5, driver side|701|-336|462|666|-349|484|BT09062501
6755|1|19|P|Passenger Side|FBC5P|Floorboard point C5, passenger side|701|450|450|681|467|490|BT09062501
6755|1|20|D|Driver Side|FBD5D|Floorboard point D5, driver side|700|-220|462|661|-233|470|BT09062501
6755|1|20|P|Passenger Side|FBD5P|Floorboard point D5, passenger side|701|567|466|692|579|494|BT09062501
6755|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|927|-298|267|891|-299|272|BT09062501
6755|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|620|-501|-99|613|-519|-101|BT09062501
6755|1|22|P|Passenger Side|UIPLP|Upper IP left knee, passenger side|602|245|-94|623|549|-119|BT09062501
6755|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|605|-221|-71|593|-236|-73|BT09062501
6755|1|23|P|Passenger Side|UIPRP|Upper IP right knee , passenger side|629|546|-114|344|585|397|BT09062501
6755|1|24|C|Steering Column|SC|Steering column|412|-358|-203|443|-390|-160|BT09062501
6755|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|346|-583|398|345|-587|405|BT09062501
6755|1|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|345|582|394|596|247|-106|BT09062501
6756|1|1|D|Driver Side|TPA1D|Toepan point A1, driver side|985|-679|465|993|-669|466|BT09062901
6756|1|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|1018|303|464|947|312|423|BT09062901
6756|1|2|D|Driver Side|TPB1D|Toepan point B1, driver side|1073|-552|462|1056|-530|447|BT09062901
6756|1|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|1102|426|465|1055|414|435|BT09062901
6756|1|3|D|Driver Side|TPC1D|Toepan point C1, driver side|1115|-428|464|1075|-401|438|BT09062901
6756|1|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|1060|552|463|1045|544|446|BT09062901
6756|1|4|D|Driver Side|TPD1D|Toepan point D1, driver side|1023|-303|464|959|-300|430|BT09062901
6756|1|4|P|Passenger Side|TPD1P|Toepan point D1, passenger side|980|679|464|983|679|459|BT09062901
6756|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|949|-679|528|944|-667|521|BT09062901
6756|1|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|992|299|528|933|309|492|BT09062901
6756|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|1019|-551|530|1007|-533|518|BT09062901
6756|1|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|1006|427|530|965|434|507|BT09062901
6756|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|1035|-426|528|1005|-412|514|BT09062901
6756|1|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|1006|551|528|998|548|517|BT09062901
6756|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|993|-304|527|942|-299|497|BT09062901
6756|1|8|P|Passenger Side|TPD2P|Toepan point D2, passenger side|948|679|527|944|680|517|BT09062901
6756|1|9|D|Driver Side|TPA3D|Toepan point A3, driver side|867|-663|598|863|-652|586|BT09062901
6756|1|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|866|300|584|866|302|563|BT09062901
6756|1|10|D|Driver Side|TPB3D|Toepan point B3, driver side|866|-552|591|859|-541|579|BT09062901
