TSTNO| VEHNO| IPNO| IPLOC| IPLOCD| IPCOM| IPCOMD| BIX| BIY| BIZ| AIX| AIY| AIZ| TSTREF 
9478|2|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|4398|308|-248|4390|288|-294|CV15020009
9478|2|2|D|Driver Side|TPB1D|Toepan point B1, driver side|4501|-631|-244|4495|-636|-240|CV15020009
9478|2|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|4434|458|-248|0|0|0|CV15020009
9478|2|3|D|Driver Side|TPC1D|Toepan point C1, driver side|4518|-482|-247|4451|-505|-255|CV15020009
9478|2|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|4441|609|-248|4395|602|-313|CV15020009
9478|2|4|D|Driver Side|TPD1D|Toepan point D1, driver side|4450|-331|-246|4364|-364|-257|CV15020009
9478|2|4|P|Passenger Side|TPD1P|Toepan point D1, passenger side|4429|708|-246|4387|702|-300|CV15020009
9478|2|5|D|Driver Side|TPA2D|Toepan point A2, driver side|0|0|0|0|0|0|CV15020009
9478|2|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|0|0|0|0|0|0|CV15020009
9478|2|6|D|Driver Side|TPB2D|Toepan point B2, driver side|0|0|0|0|0|0|CV15020009
9478|2|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|0|0|0|0|0|0|CV15020009
9478|2|7|D|Driver Side|TPC2D|Toepan point C2, driver side|0|0|0|0|0|0|CV15020009
9478|2|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|0|0|0|0|0|0|CV15020009
9478|2|8|D|Driver Side|TPD2D|Toepan point D2, driver side|0|0|0|0|0|0|CV15020009
9478|2|8|P|Passenger Side|TPD2P|Toepan point D2, passenger side|0|0|0|0|0|0|CV15020009
9478|2|9|D|Driver Side|TPA3D|Toepan point A3, driver side|0|0|0|0|0|0|CV15020009
9478|2|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|0|0|0|0|0|0|CV15020009
9478|2|10|D|Driver Side|TPB3D|Toepan point B3, driver side|0|0|0|0|0|0|CV15020009
9478|2|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|0|0|0|0|0|0|CV15020009
9478|2|11|D|Driver Side|TPC3D|Toepan point C3, driver side|0|0|0|0|0|0|CV15020009
9478|2|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|0|0|0|0|0|0|CV15020009
9478|2|12|D|Driver Side|TPD3D|Toepan point D3, driver side|0|0|0|0|0|0|CV15020009
9478|2|12|P|Passenger Side|TPD3P|Toepan point D3, passenger side|0|0|0|0|0|0|CV15020009
9478|2|13|D|Driver Side|FBA4D|Floorboard point A4, driver side|0|0|0|0|0|0|CV15020009
9478|2|13|P|Passenger Side|FBA4P|Floorboard point A4, passenger side|0|0|0|0|0|0|CV15020009
9478|2|14|D|Driver Side|FBB4D|Floorboard point B4, driver side|0|0|0|0|0|0|CV15020009
9478|2|14|P|Passenger Side|FBB4P|Floorboard point B4, passenger side|0|0|0|0|0|0|CV15020009
9478|2|15|D|Driver Side|FBC4D|Floorboard point C4, driver side|0|0|0|0|0|0|CV15020009
9478|2|15|P|Passenger Side|FBC4P|Floorboard point C4, passenger side|0|0|0|0|0|0|CV15020009
9478|2|16|D|Driver Side|FBD4D|Floorboard point D4, driver side|0|0|0|0|0|0|CV15020009
9478|2|16|P|Passenger Side|FBD4P|Floorboard point D4, passenger side|0|0|0|0|0|0|CV15020009
9478|2|17|D|Driver Side|FBA5D|Floorboard point A5, driver side|0|0|0|0|0|0|CV15020009
9478|2|17|P|Passenger Side|FBA5P|Floorboard point A5, passenger side|0|0|0|0|0|0|CV15020009
9478|2|18|D|Driver Side|FBB5D|Floorboard point B5, driver side|0|0|0|0|0|0|CV15020009
9478|2|18|P|Passenger Side|FBB5P|Floorboard point B5, passenger side|0|0|0|0|0|0|CV15020009
9478|2|19|D|Driver Side|FBC5D|Floorboard point C5, driver side|0|0|0|0|0|0|CV15020009
9478|2|19|P|Passenger Side|FBC5P|Floorboard point C5, passenger side|0|0|0|0|0|0|CV15020009
9478|2|20|D|Driver Side|FBD5D|Floorboard point D5, driver side|0|0|0|0|0|0|CV15020009
9478|2|20|P|Passenger Side|FBD5P|Floorboard point D5, passenger side|0|0|0|0|0|0|CV15020009
9478|2|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|4248|-482|-247|4227|-483|-255|CV15020009
9478|2|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|3987|-614|-577|3992|-607|-580|CV15020009
9478|2|22|P|Passenger Side|UIPLP|Upper IP left knee, passenger side|4020|309|-520|4004|312|-562|CV15020009
9478|2|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|3967|-314|-577|3985|-307|-587|CV15020009
9478|2|23|P|Passenger Side|UIPRP|Upper IP right knee , passenger side|4013|608|-521|3997|606|-565|CV15020009
9478|2|24|C|Steering Column|SC|Steering column|3773|-463|-795|3806|-444|-783|CV15020009
9478|2|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|3694|-630|-114|3697|-638|-107|CV15020009
9478|2|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|3698|636|-115|3689|618|-139|CV15020009
9479|2|1|D|Driver Side|TPA1D|Toepan point A1, driver side|4437|-729|-262|4387|-734|-311|CV15020007
9479|2|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|4390|304|-261|4385|323|-260|CV15020007
9479|2|2|D|Driver Side|TPB1D|Toepan point B1, driver side|4503|-629|-262|4435|-624|-314|CV15020007
9479|2|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|4462|455|-262|4437|474|-262|CV15020007
9479|2|3|D|Driver Side|TPC1D|Toepan point C1, driver side|4516|-478|-261|4407|-499|-299|CV15020007
9479|2|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|4433|606|-261|4425|620|-259|CV15020007
9479|2|4|D|Driver Side|TPD1D|Toepan point D1, driver side|4448|-327|-261|4362|-343|-293|CV15020007
9479|2|4|P|Passenger Side|TPD1P|Toepan point D1, passenger side|4422|706|-261|4416|721|-261|CV15020007
9479|2|5|D|Driver Side|TPA2D|Toepan point A2, driver side|0|0|0|0|0|0|CV15020007
9479|2|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|0|0|0|0|0|0|CV15020007
9479|2|6|D|Driver Side|TPB2D|Toepan point B2, driver side|0|0|0|0|0|0|CV15020007
9479|2|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|0|0|0|0|0|0|CV15020007
9479|2|7|D|Driver Side|TPC2D|Toepan point C2, driver side|0|0|0|0|0|0|CV15020007
9479|2|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|0|0|0|0|0|0|CV15020007
9479|2|8|D|Driver Side|TPD2D|Toepan point D2, driver side|0|0|0|0|0|0|CV15020007
9479|2|8|P|Passenger Side|TPD2P|Toepan point D2, passenger side|0|0|0|0|0|0|CV15020007
9479|2|9|D|Driver Side|TPA3D|Toepan point A3, driver side|0|0|0|0|0|0|CV15020007
9479|2|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|0|0|0|0|0|0|CV15020007
9479|2|10|D|Driver Side|TPB3D|Toepan point B3, driver side|0|0|0|0|0|0|CV15020007
9479|2|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|0|0|0|0|0|0|CV15020007
9479|2|11|D|Driver Side|TPC3D|Toepan point C3, driver side|0|0|0|0|0|0|CV15020007
9479|2|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|0|0|0|0|0|0|CV15020007
9479|2|12|D|Driver Side|TPD3D|Toepan point D3, driver side|0|0|0|0|0|0|CV15020007
9479|2|12|P|Passenger Side|TPD3P|Toepan point D3, passenger side|0|0|0|0|0|0|CV15020007
9479|2|13|D|Driver Side|FBA4D|Floorboard point A4, driver side|0|0|0|0|0|0|CV15020007
9479|2|13|P|Passenger Side|FBA4P|Floorboard point A4, passenger side|0|0|0|0|0|0|CV15020007
9479|2|14|D|Driver Side|FBB4D|Floorboard point B4, driver side|0|0|0|0|0|0|CV15020007
9479|2|14|P|Passenger Side|FBB4P|Floorboard point B4, passenger side|0|0|0|0|0|0|CV15020007
9479|2|15|D|Driver Side|FBC4D|Floorboard point C4, driver side|0|0|0|0|0|0|CV15020007
9479|2|15|P|Passenger Side|FBC4P|Floorboard point C4, passenger side|0|0|0|0|0|0|CV15020007
9479|2|16|D|Driver Side|FBD4D|Floorboard point D4, driver side|0|0|0|0|0|0|CV15020007
9479|2|16|P|Passenger Side|FBD4P|Floorboard point D4, passenger side|0|0|0|0|0|0|CV15020007
9479|2|17|D|Driver Side|FBA5D|Floorboard point A5, driver side|0|0|0|0|0|0|CV15020007
9479|2|17|P|Passenger Side|FBA5P|Floorboard point A5, passenger side|0|0|0|0|0|0|CV15020007
9479|2|18|D|Driver Side|FBB5D|Floorboard point B5, driver side|0|0|0|0|0|0|CV15020007
9479|2|18|P|Passenger Side|FBB5P|Floorboard point B5, passenger side|0|0|0|0|0|0|CV15020007
9479|2|19|D|Driver Side|FBC5D|Floorboard point C5, driver side|0|0|0|0|0|0|CV15020007
9479|2|19|P|Passenger Side|FBC5P|Floorboard point C5, passenger side|0|0|0|0|0|0|CV15020007
9479|2|20|D|Driver Side|FBD5D|Floorboard point D5, driver side|0|0|0|0|0|0|CV15020007
9479|2|20|P|Passenger Side|FBD5P|Floorboard point D5, passenger side|0|0|0|0|0|0|CV15020007
9479|2|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|4247|-478|-262|4137|-470|-329|CV15020007
9479|2|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|3984|-615|-591|3949|-624|-620|CV15020007
9479|2|22|P|Passenger Side|UIPLP|Upper IP left knee, passenger side|4014|305|-540|4035|301|-545|CV15020007
9479|2|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|3972|-314|-592|3941|-323|-619|CV15020007
9479|2|23|P|Passenger Side|UIPRP|Upper IP right knee , passenger side|4004|606|-541|4013|602|-548|CV15020007
9479|2|24|C|Steering Column|SC|Steering column|3771|-466|-806|3775|-479|-841|CV15020007
9479|2|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|3694|-629|-125|3676|-626|-140|CV15020007
9479|2|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|3689|632|-131|3693|645|-126|CV15020007
9480|2|1|D|Driver Side|TPA1D|Toepan point A1, driver side|3499|-614|5|3495|-635|0|CV15020002
9480|2|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|3650|243|5|3494|206|-29|CV15020002
9480|2|2|D|Driver Side|TPB1D|Toepan point B1, driver side|3583|-515|6|3577|-532|-1|CV15020002
9480|2|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|3652|396|3|3517|352|-38|CV15020002
9480|2|3|D|Driver Side|TPC1D|Toepan point C1, driver side|3639|-365|7|3620|-386|-2|CV15020002
9480|2|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|3542|547|6|3486|509|-25|CV15020002
9480|2|4|D|Driver Side|TPD1D|Toepan point D1, driver side|3610|-213|8|3578|-239|-5|CV15020002
9480|2|4|P|Passenger Side|TPD1P|Toepan point D1, passenger side|3481|645|5|3422|608|-18|CV15020002
9480|2|5|D|Driver Side|TPA2D|Toepan point A2, driver side|0|0|0|0|0|0|CV15020002
9480|2|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|0|0|0|0|0|0|CV15020002
9480|2|6|D|Driver Side|TPB2D|Toepan point B2, driver side|0|0|0|0|0|0|CV15020002
9480|2|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|0|0|0|0|0|0|CV15020002
9480|2|7|D|Driver Side|TPC2D|Toepan point C2, driver side|0|0|0|0|0|0|CV15020002
9480|2|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|0|0|0|0|0|0|CV15020002
9480|2|8|D|Driver Side|TPD2D|Toepan point D2, driver side|0|0|0|0|0|0|CV15020002
9480|2|8|P|Passenger Side|TPD2P|Toepan point D2, passenger side|0|0|0|0|0|0|CV15020002
9480|2|9|D|Driver Side|TPA3D|Toepan point A3, driver side|0|0|0|0|0|0|CV15020002
9480|2|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|0|0|0|0|0|0|CV15020002
9480|2|10|D|Driver Side|TPB3D|Toepan point B3, driver side|0|0|0|0|0|0|CV15020002
9480|2|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|0|0|0|0|0|0|CV15020002
9480|2|11|D|Driver Side|TPC3D|Toepan point C3, driver side|0|0|0|0|0|0|CV15020002
9480|2|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|0|0|0|0|0|0|CV15020002
9480|2|12|D|Driver Side|TPD3D|Toepan point D3, driver side|0|0|0|0|0|0|CV15020002
9480|2|12|P|Passenger Side|TPD3P|Toepan point D3, passenger side|0|0|0|0|0|0|CV15020002
9480|2|13|D|Driver Side|FBA4D|Floorboard point A4, driver side|0|0|0|0|0|0|CV15020002
9480|2|13|P|Passenger Side|FBA4P|Floorboard point A4, passenger side|0|0|0|0|0|0|CV15020002
9480|2|14|D|Driver Side|FBB4D|Floorboard point B4, driver side|0|0|0|0|0|0|CV15020002
9480|2|14|P|Passenger Side|FBB4P|Floorboard point B4, passenger side|0|0|0|0|0|0|CV15020002
9480|2|15|D|Driver Side|FBC4D|Floorboard point C4, driver side|0|0|0|0|0|0|CV15020002
9480|2|15|P|Passenger Side|FBC4P|Floorboard point C4, passenger side|0|0|0|0|0|0|CV15020002
9480|2|16|D|Driver Side|FBD4D|Floorboard point D4, driver side|0|0|0|0|0|0|CV15020002
9480|2|16|P|Passenger Side|FBD4P|Floorboard point D4, passenger side|0|0|0|0|0|0|CV15020002
9480|2|17|D|Driver Side|FBA5D|Floorboard point A5, driver side|0|0|0|0|0|0|CV15020002
9480|2|17|P|Passenger Side|FBA5P|Floorboard point A5, passenger side|0|0|0|0|0|0|CV15020002
9480|2|18|D|Driver Side|FBB5D|Floorboard point B5, driver side|0|0|0|0|0|0|CV15020002
9480|2|18|P|Passenger Side|FBB5P|Floorboard point B5, passenger side|0|0|0|0|0|0|CV15020002
9480|2|19|D|Driver Side|FBC5D|Floorboard point C5, driver side|0|0|0|0|0|0|CV15020002
9480|2|19|P|Passenger Side|FBC5P|Floorboard point C5, passenger side|0|0|0|0|0|0|CV15020002
9480|2|20|D|Driver Side|FBD5D|Floorboard point D5, driver side|0|0|0|0|0|0|CV15020002
9480|2|20|P|Passenger Side|FBD5P|Floorboard point D5, passenger side|0|0|0|0|0|0|CV15020002
9480|2|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|3432|-365|5|3415|-385|-8|CV15020002
9480|2|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|3115|-550|-298|3127|-554|-296|CV15020002
9480|2|22|P|Passenger Side|UIPLP|Upper IP left knee, passenger side|3118|245|-266|3121|238|-276|CV15020002
9480|2|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|3116|-245|-297|3120|-250|-293|CV15020002
9480|2|23|P|Passenger Side|UIPRP|Upper IP right knee , passenger side|3147|545|-267|3143|539|-281|CV15020002
9480|2|24|C|Steering Column|SC|Steering column|2913|-397|-500|2929|-424|-494|CV15020002
9480|2|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|2853|-600|152|2851|-612|153|CV15020002
9480|2|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|2852|599|152|2848|583|155|CV15020002
9481|2|1|D|Driver Side|TPA1D|Toepan point A1, driver side|3501|-613|4|3457|-611|-27|CV15020010
9481|2|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|3654|246|4|3654|266|2|CV15020010
9481|2|2|D|Driver Side|TPB1D|Toepan point B1, driver side|3589|-513|6|3544|-518|-39|CV15020010
9481|2|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|3657|396|5|3654|416|0|CV15020010
9481|2|3|D|Driver Side|TPC1D|Toepan point C1, driver side|3638|-364|3|3577|-365|-37|CV15020010
9481|2|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|3552|544|5|3550|565|4|CV15020010
9481|2|4|D|Driver Side|TPD1D|Toepan point D1, driver side|3612|-213|3|3593|-215|-25|CV15020010
9481|2|4|P|Passenger Side|TPD1P|Toepan point D1, passenger side|3485|648|4|3483|671|3|CV15020010
9481|2|5|D|Driver Side|TPA2D|Toepan point A2, driver side|0|0|0|0|0|0|CV15020010
9481|2|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|0|0|0|0|0|0|CV15020010
9481|2|6|D|Driver Side|TPB2D|Toepan point B2, driver side|0|0|0|0|0|0|CV15020010
9481|2|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|0|0|0|0|0|0|CV15020010
9481|2|7|D|Driver Side|TPC2D|Toepan point C2, driver side|0|0|0|0|0|0|CV15020010
9481|2|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|0|0|0|0|0|0|CV15020010
9481|2|8|D|Driver Side|TPD2D|Toepan point D2, driver side|0|0|0|0|0|0|CV15020010
9481|2|8|P|Passenger Side|TPD2P|Toepan point D2, passenger side|0|0|0|0|0|0|CV15020010
9481|2|9|D|Driver Side|TPA3D|Toepan point A3, driver side|0|0|0|0|0|0|CV15020010
9481|2|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|0|0|0|0|0|0|CV15020010
9481|2|10|D|Driver Side|TPB3D|Toepan point B3, driver side|0|0|0|0|0|0|CV15020010
9481|2|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|0|0|0|0|0|0|CV15020010
9481|2|11|D|Driver Side|TPC3D|Toepan point C3, driver side|0|0|0|0|0|0|CV15020010
9481|2|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|0|0|0|0|0|0|CV15020010
9481|2|12|D|Driver Side|TPD3D|Toepan point D3, driver side|0|0|0|0|0|0|CV15020010
9481|2|12|P|Passenger Side|TPD3P|Toepan point D3, passenger side|0|0|0|0|0|0|CV15020010
9481|2|13|D|Driver Side|FBA4D|Floorboard point A4, driver side|0|0|0|0|0|0|CV15020010
9481|2|13|P|Passenger Side|FBA4P|Floorboard point A4, passenger side|0|0|0|0|0|0|CV15020010
9481|2|14|D|Driver Side|FBB4D|Floorboard point B4, driver side|0|0|0|0|0|0|CV15020010
9481|2|14|P|Passenger Side|FBB4P|Floorboard point B4, passenger side|0|0|0|0|0|0|CV15020010
9481|2|15|D|Driver Side|FBC4D|Floorboard point C4, driver side|0|0|0|0|0|0|CV15020010
9481|2|15|P|Passenger Side|FBC4P|Floorboard point C4, passenger side|0|0|0|0|0|0|CV15020010
9481|2|16|D|Driver Side|FBD4D|Floorboard point D4, driver side|0|0|0|0|0|0|CV15020010
9481|2|16|P|Passenger Side|FBD4P|Floorboard point D4, passenger side|0|0|0|0|0|0|CV15020010
9481|2|17|D|Driver Side|FBA5D|Floorboard point A5, driver side|0|0|0|0|0|0|CV15020010
9481|2|17|P|Passenger Side|FBA5P|Floorboard point A5, passenger side|0|0|0|0|0|0|CV15020010
9481|2|18|D|Driver Side|FBB5D|Floorboard point B5, driver side|0|0|0|0|0|0|CV15020010
9481|2|18|P|Passenger Side|FBB5P|Floorboard point B5, passenger side|0|0|0|0|0|0|CV15020010
9481|2|19|D|Driver Side|FBC5D|Floorboard point C5, driver side|0|0|0|0|0|0|CV15020010
9481|2|19|P|Passenger Side|FBC5P|Floorboard point C5, passenger side|0|0|0|0|0|0|CV15020010
9481|2|20|D|Driver Side|FBD5D|Floorboard point D5, driver side|0|0|0|0|0|0|CV15020010
9481|2|20|P|Passenger Side|FBD5P|Floorboard point D5, passenger side|0|0|0|0|0|0|CV15020010
9481|2|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|3433|-363|4|3420|-411|19|CV15020010
9481|2|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|3114|-551|-304|3114|-569|-317|CV15020010
9481|2|22|P|Passenger Side|UIPLP|Upper IP left knee, passenger side|3119|245|-270|3131|250|-274|CV15020010
9481|2|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|3113|-250|-303|3116|-267|-317|CV15020010
9481|2|23|P|Passenger Side|UIPRP|Upper IP right knee , passenger side|3150|547|-270|3154|553|-273|CV15020010
9481|2|24|C|Steering Column|SC|Steering column|2913|-400|-500|2926|-418|-534|CV15020010
9481|2|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|2853|-599|153|2857|-607|148|CV15020010
9481|2|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|2856|603|151|2854|616|151|CV15020010
9482|2|1|D|Driver Side|TPA1D|Toepan point A1, driver side|2945|-549|91|2951|-593|88|CV15020015
9482|2|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|3000|190|92|2899|158|103|CV15020015
9482|2|2|D|Driver Side|TPB1D|Toepan point B1, driver side|3028|-450|90|3026|-496|84|CV15020015
9482|2|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|3025|342|91|2861|296|70|CV15020015
9482|2|3|D|Driver Side|TPC1D|Toepan point C1, driver side|3054|-292|96|3024|-334|84|CV15020015
9482|2|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|2988|492|93|2855|449|67|CV15020015
9482|2|4|D|Driver Side|TPD1D|Toepan point D1, driver side|3007|-146|93|2932|-217|91|CV15020015
9482|2|4|P|Passenger Side|TPD1P|Toepan point D1, passenger side|2896|592|93|2796|560|86|CV15020015
9482|2|5|D|Driver Side|TPA2D|Toepan point A2, driver side|0|0|0|0|0|0|CV15020015
9482|2|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|0|0|0|0|0|0|CV15020015
9482|2|6|D|Driver Side|TPB2D|Toepan point B2, driver side|0|0|0|0|0|0|CV15020015
9482|2|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|0|0|0|0|0|0|CV15020015
9482|2|7|D|Driver Side|TPC2D|Toepan point C2, driver side|0|0|0|0|0|0|CV15020015
9482|2|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|0|0|0|0|0|0|CV15020015
9482|2|8|D|Driver Side|TPD2D|Toepan point D2, driver side|0|0|0|0|0|0|CV15020015
9482|2|8|P|Passenger Side|TPD2P|Toepan point D2, passenger side|0|0|0|0|0|0|CV15020015
9482|2|9|D|Driver Side|TPA3D|Toepan point A3, driver side|0|0|0|0|0|0|CV15020015
9482|2|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|0|0|0|0|0|0|CV15020015
9482|2|10|D|Driver Side|TPB3D|Toepan point B3, driver side|0|0|0|0|0|0|CV15020015
9482|2|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|0|0|0|0|0|0|CV15020015
9482|2|11|D|Driver Side|TPC3D|Toepan point C3, driver side|0|0|0|0|0|0|CV15020015
9482|2|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|0|0|0|0|0|0|CV15020015
9482|2|12|D|Driver Side|TPD3D|Toepan point D3, driver side|0|0|0|0|0|0|CV15020015
9482|2|12|P|Passenger Side|TPD3P|Toepan point D3, passenger side|0|0|0|0|0|0|CV15020015
9482|2|13|D|Driver Side|FBA4D|Floorboard point A4, driver side|0|0|0|0|0|0|CV15020015
9482|2|13|P|Passenger Side|FBA4P|Floorboard point A4, passenger side|0|0|0|0|0|0|CV15020015
9482|2|14|D|Driver Side|FBB4D|Floorboard point B4, driver side|0|0|0|0|0|0|CV15020015
9482|2|14|P|Passenger Side|FBB4P|Floorboard point B4, passenger side|0|0|0|0|0|0|CV15020015
9482|2|15|D|Driver Side|FBC4D|Floorboard point C4, driver side|0|0|0|0|0|0|CV15020015
9482|2|15|P|Passenger Side|FBC4P|Floorboard point C4, passenger side|0|0|0|0|0|0|CV15020015
9482|2|16|D|Driver Side|FBD4D|Floorboard point D4, driver side|0|0|0|0|0|0|CV15020015
9482|2|16|P|Passenger Side|FBD4P|Floorboard point D4, passenger side|0|0|0|0|0|0|CV15020015
9482|2|17|D|Driver Side|FBA5D|Floorboard point A5, driver side|0|0|0|0|0|0|CV15020015
9482|2|17|P|Passenger Side|FBA5P|Floorboard point A5, passenger side|0|0|0|0|0|0|CV15020015
9482|2|18|D|Driver Side|FBB5D|Floorboard point B5, driver side|0|0|0|0|0|0|CV15020015
9482|2|18|P|Passenger Side|FBB5P|Floorboard point B5, passenger side|0|0|0|0|0|0|CV15020015
9482|2|19|D|Driver Side|FBC5D|Floorboard point C5, driver side|0|0|0|0|0|0|CV15020015
9482|2|19|P|Passenger Side|FBC5P|Floorboard point C5, passenger side|0|0|0|0|0|0|CV15020015
9482|2|20|D|Driver Side|FBD5D|Floorboard point D5, driver side|0|0|0|0|0|0|CV15020015
9482|2|20|P|Passenger Side|FBD5P|Floorboard point D5, passenger side|0|0|0|0|0|0|CV15020015
9482|2|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|2847|-299|92|2813|-328|90|CV15020015
9482|2|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|2565|-484|-222|2569|-501|-229|CV15020015
9482|2|22|P|Passenger Side|UIPLP|Upper IP left knee, passenger side|2545|191|-201|2516|171|-214|CV15020015
9482|2|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|2558|-184|-220|2602|-228|-238|CV15020015
9482|2|23|P|Passenger Side|UIPRP|Upper IP right knee , passenger side|2572|490|-204|2512|471|-232|CV15020015
9482|2|24|C|Steering Column|SC|Steering column|2373|-334|-415|2387|-349|-438|CV15020015
9482|2|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|2364|-562|156|2370|-590|157|CV15020015
9482|2|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|2364|564|156|2365|559|171|CV15020015
9483|2|1|D|Driver Side|TPA1D|Toepan point A1, driver side|3284|-582|135|3290|-600|139|CV15020006
9483|2|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|3373|-179|144|3353|195|129|CV15020006
9483|2|2|D|Driver Side|TPB1D|Toepan point B1, driver side|3341|-483|150|3348|-505|154|CV15020006
9483|2|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|3377|-331|145|3346|345|115|CV15020006
9483|2|3|D|Driver Side|TPC1D|Toepan point C1, driver side|3377|-331|145|3392|-355|160|CV15020006
9483|2|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|3341|-483|150|3283|499|126|CV15020006
9483|2|4|D|Driver Side|TPD1D|Toepan point D1, driver side|3373|-179|144|3355|-216|120|CV15020006
9483|2|4|P|Passenger Side|TPD1P|Toepan point D1, passenger side|3284|-582|135|3214|593|131|CV15020006
9483|2|5|D|Driver Side|TPA2D|Toepan point A2, driver side|0|0|0|0|0|0|CV15020006
9483|2|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|0|0|0|0|0|0|CV15020006
9483|2|6|D|Driver Side|TPB2D|Toepan point B2, driver side|0|0|0|0|0|0|CV15020006
9483|2|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|0|0|0|0|0|0|CV15020006
9483|2|7|D|Driver Side|TPC2D|Toepan point C2, driver side|0|0|0|0|0|0|CV15020006
9483|2|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|0|0|0|0|0|0|CV15020006
9483|2|8|D|Driver Side|TPD2D|Toepan point D2, driver side|0|0|0|0|0|0|CV15020006
9483|2|8|P|Passenger Side|TPD2P|Toepan point D2, passenger side|0|0|0|0|0|0|CV15020006
9483|2|9|D|Driver Side|TPA3D|Toepan point A3, driver side|0|0|0|0|0|0|CV15020006
9483|2|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|0|0|0|0|0|0|CV15020006
9483|2|10|D|Driver Side|TPB3D|Toepan point B3, driver side|0|0|0|0|0|0|CV15020006
