TSTNO| BARRIG| BARRIGD| BARSHP| BARSHPD| BARANG| BARDIA| BARCOM 
739|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
740|D|DEFORMABLE|SGN|SIGN SUPPORT|0|0|NO COMMENTS
741|D|DEFORMABLE|SGN|SIGN SUPPORT|0|0|NO COMMENTS
743|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
745|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
746|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
747|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
749|R|RIGID|POL|POLE|0|305|STEEL 12 IN OD POLE FILLED WITH CONCRETE ATTACHED TO FOUR LOAD CELLS
750|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
751|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
752|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
753|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
754|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
755|R|RIGID|POL|POLE|0|305|STEEL 12 IN OD POLE FILLED WITH CONCRETE ATTACHED TO FOUR LOAD CELLS
756|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
758|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
759|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
760|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
761|R|RIGID|POL|POLE|0|305|NO COMMENTS
762|R|RIGID|POL|POLE|0|305|STEEL 12 IN OD POLE FILLED WITH CONCRETE ATTACHED TO FOUR LOAD CELLS
763|D|DEFORMABLE|GRL|GUARD RAIL|75|0|NO COMMENTS
764|D|DEFORMABLE|GRL|GUARD RAIL|66|0|NO COMMENTS
765|D|DEFORMABLE|GRL|GUARD RAIL|71|0|NO COMMENTS
766|D|DEFORMABLE|GRL|GUARD RAIL|75|0|NO COMMENTS
767|D|DEFORMABLE|GRL|GUARD RAIL|64|0|NO COMMENTS
768|R|RIGID|POL|POLE|0|305|STEEL 12 IN OD POLE FILLED WITH CONCRETE MOUNTED TO FOUR LOAD CELLS
773|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
774|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
775|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
776|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
779|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
783|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
786|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
787|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
788|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
789|R|RIGID|LCB|LOAD CELL BARRIER|0|0|TEST VEHICLE IMPACTED INTO FIXED LOAD CELL BARRIER AT 35 MPH
790|R|RIGID|LCB|LOAD CELL BARRIER|0|0|TEST VICHILE IMPACTED INTO FIXED LOAD CELL BARRIER AT 35 MPH
791|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
792|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
793|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
794|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
797|R|RIGID|LCB|LOAD CELL BARRIER|0|0|TEST VEHICLE IMPACTED INTO FIXED LOAD CELL BARRIER AT 35 MPH
798|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
799|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
800|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
801|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
802|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
803|D|DEFORMABLE|SGN|SIGN SUPPORT|0|0|NO COMMENTS
805|D|DEFORMABLE|SGN|SIGN SUPPORT|0|0|NO COMMENTS
807|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
808|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
809|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
813|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
814|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
817|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
818|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
819|R|RIGID|POL|POLE|0|305|NO COMMENTS
821|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
822|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
823|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
825|R|RIGID|POL|POLE|0|203|NO COMMENTS
826|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
827|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
828|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
829|D|DEFORMABLE|IAT|IMPACT ATTENUATOR|0|0|NO COMMENTS
830|D|DEFORMABLE|IAT|IMPACT ATTENUATOR|15|0|NO COMMENTS
831|D|DEFORMABLE|IAT|IMPACT ATTENUATOR|15|0|NO COMMENTS
832|D|DEFORMABLE|IAT|IMPACT ATTENUATOR|0|0|NO COMMENTS
833|D|DEFORMABLE|IAT|IMPACT ATTENUATOR|0|0|NO COMMENTS
834|D|DEFORMABLE|IAT|IMPACT ATTENUATOR|0|0|NO COMMENTS
835|D|DEFORMABLE|IAT|IMPACT ATTENUATOR|15|0|NO COMMENTS
836|D|DEFORMABLE|IAT|IMPACT ATTENUATOR|15|0|NO COMMENTS
837|D|DEFORMABLE|IAT|IMPACT ATTENUATOR|0|0|NO COMMENTS
838|D|DEFORMABLE|IAT|IMPACT ATTENUATOR|0|0|NO COMMENTS
839|R|RIGID|LCB|LOAD CELL BARRIER|0|0|TEST VEHICLE IMPACTED INTO FIXED LOAD CELL BARRIER AT 35 MPH
840|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
841|R|RIGID|LCB|LOAD CELL BARRIER|0|0|TEST VEHICLE IMPACTED INTO FIXED LOAD CELL BARRIER AT 35 MPH
842|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
843|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
846|R|RIGID|POL|POLE|0|305|NO COMMENTS
847|D|DEFORMABLE|POL|POLE|0|305|NO COMMENTS
848|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
857|D|DEFORMABLE|LUM|LUMINARE|0|216|DAMDST = -13.5
858|D|DEFORMABLE|LUM|LUMINARE|0|216|DAMDST = -15.8
859|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
861|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
862|R|RIGID|POL|POLE|0|305|STEEL AND CONCRETE POLE
867|D|DEFORMABLE|LUM|LUMINARE|0|216|DAMDST = -17.5
871|R|RIGID|FAB|FLAT ANGLED BARRIER|30|0|30 DEGREE BARRIER INSTALLED FOR RIGHT FRONT CORNER AS FIRST CONTACT
872|R|RIGID|POL|POLE|0|305|NO COMMENTS
873|R|RIGID|POL|POLE|0|305|NO COMMENTS
874|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
876|R|RIGID|POL|POLE|0|305|NO COMMENTS
878|R|RIGID|ROR|ROLLOVER RAMP|0|0|MGA DESIGNED DYNAMIC ROLLOVER TEST CART
888|R|RIGID|ROR|ROLLOVER RAMP|0|0|MGA DESIGNED DYNAMIC ROLLOVER TEST CART
889|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
890|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
891|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
894|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
895|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
896|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
897|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
898|R|RIGID|FAB|FLAT ANGLED BARRIER|30|0|NO COMMENTS
899|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
901|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
902|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
903|R|RIGID|FAB|FLAT ANGLED BARRIER|30|0|NO COMMENTS
904|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
905|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
906|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
907|R|RIGID|LCB|LOAD CELL BARRIER|0|221|FHWA FOIL RIGID POLE LOCATED TFHRC IN MCLEAN VA
908|R|RIGID|LCB|LOAD CELL BARRIER|0|221|FHWA FOIL RIGID POLE LOCATED TFHRC IN MCLEAN VA
909|R|RIGID|LCB|LOAD CELL BARRIER|0|221|FHWA FOIL RIGID POLE LOCATED TFHRC IN MCLEAN VA
910|D|DEFORMABLE|LUM|LUMINARE|0|216|DAMDST = -14.1
911|R|RIGID|LCB|LOAD CELL BARRIER|0|221|FHWA FOIL RIGID POLE LOCATED TFHRC IN MCLEAN VA
912|D|DEFORMABLE|IAT|IMPACT ATTENUATOR|0|0|NO COMMENTS
913|D|DEFORMABLE|IAT|IMPACT ATTENUATOR|0|0|NO COMMENTS
914|D|DEFORMABLE|IAT|IMPACT ATTENUATOR|0|0|NO COMMENTS
915|D|DEFORMABLE|IAT|IMPACT ATTENUATOR|0|0|NO COMMENTS
916|D|DEFORMABLE|IAT|IMPACT ATTENUATOR|0|0|NO COMMENTS
917|D|DEFORMABLE|IAT|IMPACT ATTENUATOR|0|0|NO COMMENTS
918|D|DEFORMABLE|IAT|IMPACT ATTENUATOR|0|0|NO COMMENTS
919|D|DEFORMABLE|IAT|IMPACT ATTENUATOR|0|0|NO COMMENTS
920|R|RIGID|ROR|ROLLOVER RAMP|0|0|MGA DESIGNED DYNAMIC ROLLOVER TEST CART
921|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
936|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
937|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
938|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
939|R|RIGID|ROR|ROLLOVER RAMP|0|0|MGA DESIGNED DYNAMIC ROLLOVER TEST CART
940|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
941|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
942|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
943|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
944|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
945|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
946|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
947|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
948|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
949|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
950|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
951|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
952|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
953|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
960|R|RIGID|OTH|OTHER|0|0|90 DEGREE MOVING RIGID BARRIER COMPARTMENT IMPACT
961|R|RIGID|OTH|OTHER|0|0|90 DEGREE MOVING RIGID BARRIER COMPARTMENT IMPACT
962|R|RIGID|OTH|OTHER|0|0|90 DEGREE MOVING RIGID BARRIER COMPARTMENT IMPACT
963|R|RIGID|OTH|OTHER|0|0|90 DEGREE MOVING RIGID BARRIER COMPARTMENT IMPACT
964|R|RIGID|OTH|OTHER|0|0|90 DEGREE MOVING RIGID BARRIER COMPARTMENT IMPACT
965|R|RIGID|OTH|OTHER|0|0|90 DEGREE MOVING RIGID BARRIER COMPARTMENT IMPACT
966|R|RIGID|OTH|OTHER|0|0|90 DEGREE MOVING RIGID BARRIER NONE COMPARTMENT IMPACT
967|R|RIGID|OTH|OTHER|0|0|90 DEGREE MOVING RIGID BARRIER NONE COMPARTMENT IMPACT
968|R|RIGID|OTH|OTHER|0|0|90 DEGREE MOVING RIGID BARRIER COMPARTMENT IMPACT
969|R|RIGID|OTH|OTHER|0|0|90 DEGREE MOVING RIGID BARRIER COMPARTMENT IMPACT
975|R|RIGID|LCB|LOAD CELL BARRIER|0||No Comments
977|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
978|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
979|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
989|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
994|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
995|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
996|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACH
997|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
998|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
999|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1010|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1011|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1012|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1013|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1014|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1015|R|RIGID|LCB|LOAD CELL BARRIER|0||10x12x5 FT CONCRETE BARRIER W/ GFE LOAD CELL ASSEMBLY ATTACHED
1016|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1039|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1040|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1041|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1042|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1043|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1044|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1045|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1048|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1049|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1050|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
1051|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
1052|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1053|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
1054|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
1055|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
1056|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
1057|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1058|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1059|R|RIGID|LCB|LOAD CELL BARRIER|0||36 50KLB LOAD CELLS ARRANGED IN A 9 WIDE BY 4 HIGH MATRIX.
1060|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
1061|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
1062|R|RIGID|LCB|LOAD CELL BARRIER|0||36 50KLB LOAD CELLS ARRANGED IN A 9 WIDE BY 4 HIGH MATRIX.
1063|R|RIGID|LCB|LOAD CELL BARRIER|0||36 50KLB LOAD CELLS ARRANGED IN A 9 WIDE BY 4 HIGH MATRIX.
1064|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
1065|R|RIGID|LCB|LOAD CELL BARRIER|0||36 50KLB LOAD CELLS ARRANGED IN A 9 WIDE BY 4 HIGH MATRIX.
1066|R|RIGID|LCB|LOAD CELL BARRIER|0||36 50KLB LOAD CELLS ARRANGED IN A 9 WIDE BY 4 HIGH MATRIX.
1067|R|RIGID|LCB|LOAD CELL BARRIER|0||36 50KLB LOAD CELLS ARRANGED IN A 9 WIDE BY 4 HIGH MATRIX.
1068|R|RIGID|LCB|LOAD CELL BARRIER|26||NO COMMENTS
1069|R|RIGID|LCB|LOAD CELL BARRIER|26||NO COMMENTS
1070|R|RIGID|LCB|LOAD CELL BARRIER|0||36 50KLB LOAD CELLS ARRANGED IN A 9 WIDE BY 4 HIGH MATRIX.
1071|R|RIGID|LCB|LOAD CELL BARRIER|0||36 50KLB LOAD CELLS ARRANGED IN A 9 WIDE BY 4 HIGH MATRIX.
1072|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
1073|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
1074|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
1090|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
1091|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
1092|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
1099|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
1100|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
1101|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
1102|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
1103|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1104|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1105|D|DEFORMABLE|LUM|LUMINARE|0|191|AMERON POLE/MASTARM, 36 FEET HIGH
1106|D|DEFORMABLE|LUM|LUMINARE|0|203|POLELITE CORP POLE/MASTARM, 39 FEET HIGH; UNION METAL T-BASE
1107|D|DEFORMABLE|LUM|LUMINARE|0|203|AMERON POLE/MASTARM, 36 FEET HIGH
1108|D|DEFORMABLE|LUM|LUMINARE|0|203|AMERON POLE/MASTARM, 36 FEET HIGH
1109|D|DEFORMABLE|LUM|LUMINARE|0|203|AMERON POLE/MASTARM, 36 FEET HIGH
1117|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1118|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
1128|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1129|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1130|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1131|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1132|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1133|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1142|R|RIGID|LCB|LOAD CELL BARRIER|0||36 50KLB LOAD CELLS ARRANGED IN A 9 WIDE BY 4 HIGH MATRIX.
1143|R|RIGID|LCB|LOAD CELL BARRIER|0||36 50KLB LOAD CELLS ARRANGED IN A 9 WIDE BY 4 HIGH MATRIX.
1147|R|RIGID|LCB|LOAD CELL BARRIER|0||36 50KLB LOAD CELLS ARRANGED IN A 9 WIDE BY 4 HIGH MATRIX.
1148|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1149|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1150|R|RIGID|LCB|LOAD CELL BARRIER|0||36 50KLB LOAD CELLS ARRANGED IN A 9 WIDE BY 4 HIGH MATRIX.
1151|R|RIGID|LCB|LOAD CELL BARRIER|0||36 50KLB LOAD CELLS ARRANGED IN A 9 WIDE BY 4 HIGH MATRIX.
1152|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
1153|R|RIGID|LCB|LOAD CELL BARRIER|0||36 50KLB LOAD CELLS ARRANGED IN A 9 WIDE BY 4 HIGH MATRIX.
1154|R|RIGID|LCB|LOAD CELL BARRIER|0||DATA T=0 BEGINS APPROX. 6.8 MSEC AFTER TRUE T=0 ON BARRIER CHANNELS
1155|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT CONCRETE BARRIER OFFSET - GFE LOAD CELL ASSEMBLY ATTACHED
1156|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT CONCRETE BARRIER OFFSET - GFE LOAD CELL ASSEMBLY ATTACHED
1157|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
1158|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT CONCRETE BARRIER OFFSET - GFE LOAD CELL ASSEMBLY ATTACHED
1159|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1160|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
1164|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT CONCRETE BARRIER OFFSET - GFE LOAD CELL ASSEMBLY ATTACHED
1166|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1167|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1173|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1174|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1175|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1176|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1177|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
1178|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1179|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
1186|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1187|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1188|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1189|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1190|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1191|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED
1193|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
1194|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER
1195|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
1196|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER
1197|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER
1198|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
1199|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
1200|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
1201|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
1202|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
1203|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
1204|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
1205|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
1206|R|RIGID|FLB|FLAT BARRIER|0||10*12*5 FT. CONCRETE BARRIER
