TSTNO| BARRIG| BARRIGD| BARSHP| BARSHPD| BARANG| BARDIA| BARCOM 
7515|R|RIGID|OTH|OTHER|0|0|MOVING ROADBED
7516|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
7518|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7520|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7521|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7522|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7523|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7524|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7525|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
7526|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7527|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7529|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7531|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7532|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7533|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7536|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7538|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7540|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7542|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7564|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7565|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7566|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
7567|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
7568|R|RIGID|POL|POLE|0|254|SEGMENTED INTO FOUR SOLID HALF-CIRCLES
7569|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7570|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7573|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
7574|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7577|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7579|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7581|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7582|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7583|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7584|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7585|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7587|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7588|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
7590|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7591|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7592|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7600|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7601|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7603|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7605|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7606|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7609|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7610|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7612|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7614|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7615|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
7617|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7618|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7619|R|RIGID|FLB|FLAT BARRIER|0|0|FLAT BARRIER
7620|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7621|R|RIGID|POL|POLE|0|254|SEGMENTED INTO FOUR SOLID HALF-CIRCLES
7622|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
7623|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7624|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7625|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7626|R|RIGID|FLB|FLAT BARRIER|0|0|FLAT BARRIER
7627|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7628|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
7630|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7631|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
7632|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
7633|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
7634|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7635|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7638|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7639|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7641|R|RIGID|FLB|FLAT BARRIER|0|0|FLAT BARRIER
7649|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7651|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7652|R|RIGID|POL|POLE|0|0|8 LOAD CELL BARRIER
7653|R|RIGID|POL|POLE|0|254|8 LOAD CELL BARRIER
7654|R|RIGID|POL|POLE|0|254|8 LOAD CELL BARRIER
7655|R|RIGID|POL|POLE|0|254|8 LOAD CELL BARRIER
7656|R|RIGID|POL|POLE|0|254|8 LOAD CELL BARRIER
7657|R|RIGID|POL|POLE|0|254|8 LOAD CELL BARRIER
7658|R|RIGID|POL|POLE|0|254|8 LOAD CELL BARRIER
7659|R|RIGID|POL|POLE|0|254|8 LOAD CELL BARRIER
7660|R|RIGID|POL|POLE|0|254|8 LOAD CELL BARRIER
7661|R|RIGID|POL|POLE|0|254|8 LOAD CELL BARRIER
7662|R|RIGID|POL|POLE|0|254|8 LOAD CELL BARRIER
7663|R|RIGID|POL|POLE|0|254|8 LOAD CELL BARRIER
7715|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7717|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7718|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7719|R|RIGID|POL|POLE|0|254|SEGMENTED INTO FOUR SOLID HALF-CIRCLES
7720|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7727|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
7728|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
7729|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7730|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7732|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7734|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7735|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7736|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7740|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7741|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
7742|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7744|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7746|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7747|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7748|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7751|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7754|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7755|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7756|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7767|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
7769|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
7770|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
7771|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
7792|R|RIGID|FLB|FLAT BARRIER|0|0|
7793|R|RIGID|FLB|FLAT BARRIER|0|0|
7805|R|RIGID|FAB|FLAT ANGLED BARRIER|30|0|
7806|R|RIGID|FLB|FLAT BARRIER|0|0|
7811|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
7853|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
7854|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7856|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7857|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7859|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7863|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7866|R|RIGID|POL|POLE|0|254|UN-INSTRUMENTED POLE BARRIER
7869|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7870|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7871|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7872|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7873|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7875|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7876|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7878|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7879|R|RIGID|FLB|FLAT BARRIER|0|0|
7880|R|RIGID|FLB|FLAT BARRIER|0|0|
7893|R|RIGID|FAB|FLAT ANGLED BARRIER|30|0|
7894|R|RIGID|FLB|FLAT BARRIER|0|0|
7895|R|RIGID|FLB|FLAT BARRIER|0|0|
7896|R|RIGID|FLB|FLAT BARRIER|0|0|
7897|R|RIGID|FLB|FLAT BARRIER|0|0|
7898|R|RIGID|FLB|FLAT BARRIER|0|0|
7905|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|0|40% ODB
7916|R|RIGID|FLB|FLAT BARRIER|0|0|
7917|R|RIGID|FAB|FLAT ANGLED BARRIER|30|0|
7931|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7932|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7935|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7937|R|RIGID|FLB|FLAT BARRIER|0|0|
7938|R|RIGID|FLB|FLAT BARRIER|0|0|
7941|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7943|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7946|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7947|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7950|R|RIGID|POL|POLE|0|254|UN-INSTRUMENTED POLE BARRIER
7952|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7955|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7965|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7966|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER: DATA NOT COLLECTED
7969|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7971|R|RIGID|FLB|FLAT BARRIER|0|0|
7972|R|RIGID|FLB|FLAT BARRIER|0|0|
7973|R|RIGID|FLB|FLAT BARRIER|0|0|
7975|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7976|R|RIGID|FAB|FLAT ANGLED BARRIER|30|0|
7977|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
7978|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7979|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7980|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7982|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7983|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
7987|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7988|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7989|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
7991|R|RIGID|FLB|FLAT BARRIER|0|0|
7992|R|RIGID|FLB|FLAT BARRIER|0|0|
7993|R|RIGID|FAB|FLAT ANGLED BARRIER|30|0|
7995|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
7996|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7997|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
7999|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8000|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER: DATA NOT COLLECTED
8001|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
8024|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8026|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
8027|R|RIGID|134|8 X 16 + 6 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8028|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8029|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8030|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
8032|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8034|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8035|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
8036|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
8037|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8038|R|RIGID|FLB|FLAT BARRIER|0|0|FLAT RIGID BARRIER
8040|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8043|R|RIGID|FLB|FLAT BARRIER|0|0|FLAT RIGID BARRIER
8045|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
8046|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8048|R|RIGID|FLB|FLAT BARRIER|0|0|FLAT RIGID BARRIER
8049|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
8050|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8052|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8055|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
8056|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8057|R|RIGID|FLB|FLAT BARRIER|0|0|FLAT RIGID BARRIER
8060|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8061|D|DEFORMABLE|LCB|LOAD CELL BARRIER|0|0|RIGHT ANGLED LOAD CELL BARRIER
8062|D|DEFORMABLE|LCB|LOAD CELL BARRIER|0|0|LEFT ANGLED LOAD CELL BARRIER
8064|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
8066|R|RIGID|128|8 X 16 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8067|R|RIGID|POL|POLE|0|254|SEGMENTED INTO FOUR SOLID HALF-CIRCLES
8068|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
8070|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8071|R|RIGID|128|8 X 16 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8073|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8075|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8076|R|RIGID|POL|POLE|0|254|SEGMENTED INTO FOUR SOLID HALF-CIRCLES
8077|R|RIGID|128|8 X 16 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8080|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
8081|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
8083|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8090|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8091|R|RIGID|128|8 X 16 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8093|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8098|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8100|R|RIGID|128|8 X 16 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8103|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8104|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
8106|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
8107|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8110|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8117|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
8118|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8121|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
8122|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
8123|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
8124|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
8125|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
8147|R|RIGID|FLB|FLAT BARRIER|0|0|
8148|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8151|R|RIGID|128|8 X 16 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8152|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8153|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
8155|R|RIGID|128|8 X 16 LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8156|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
8158|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
8159|R|RIGID|FLB|FLAT BARRIER|0|0|
8180|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8183|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
8189|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
8190|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8191|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8192|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
8193|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
8195|R|RIGID|FLB|FLAT BARRIER|0|0|
8196|R|RIGID|FLB|FLAT BARRIER|0|0|
8197|R|RIGID|FAB|FLAT ANGLED BARRIER|30|0|
8204|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8206|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
8207|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
8208|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8209|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8211|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8212|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8213|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8215|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8217|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8218|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8226|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
8227|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
8251|R|RIGID|FLB|FLAT BARRIER|0|0|
8290|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
8291|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8293|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
8294|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8295|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8297|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8298|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8308|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8309|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8311|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8313|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
8314|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8316|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8318|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8319|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8320|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8321|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8322|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8325|R|RIGID|FLB|FLAT BARRIER|0|0|
8330|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8356|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8358|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8359|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8379|R|RIGID|FLB|FLAT BARRIER|0|0|
8380|R|RIGID|FLB|FLAT BARRIER|0|0|
8385|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8386|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8387|R|RIGID|FAB|FLAT ANGLED BARRIER|30|0|RH OBLIQUE
8388|R|RIGID|FLB|FLAT BARRIER|0|0|
8403|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8404|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
8405|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8406|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8407|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8408|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8410|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8412|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8413|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
8443|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8444|R|RIGID|POL|POLE|0|254|SEGMENTED INTO FOUR SOLID HALF-CIRCLES
8446|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8448|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8450|R|RIGID|POL|POLE|0|254|SEGMENTED INTO FOUR SOLID HALF-CIRCLES
8453|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8454|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8455|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
8456|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8457|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
8459|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8461|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8462|R|RIGID|POL|POLE|0|254|SEGMENTED INTO FOUR SOLID HALF-CIRCLES
8463|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8464|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8466|R|RIGID|POL|POLE|0|254|SEGMENTED INTO FOUR SOLID HALF-CIRCLES
8469|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8470|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8471|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8479|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8480|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8481|R|RIGID|POL|POLE|0|254|SEGMENTED INTO FOUR SOLID HALF-CIRCLES
8487|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
8489|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8492|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8493|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
