MAKE,MODEL,MODEL_YR,VEHICLE_PICTURE,OVERALL_STARS,OVERALL_FRNT_STARS,FRNT_DRIV_STARS,FRNT_PASS_STARS,FRNT_FOOT_NOTES_DRIV,FRNT_FOOT_NOTES_PASS,FRNT_SAFETY_CONCERN_DRIV,FRNT_SAFETY_CONCERN_PASS,FRNT_CRASH_PICTURE,FRNT_CRASH_VIDEO,OVERALL_SIDE_STARS,SIDE_DRIV_STARS,SIDE_PASS_STARS,SIDE_FOOT_NOTES_DRIV,SIDE_FOOT_NOTES_PASS,SIDE_SAFETY_CONCERN_DRIV,SIDE_SAFETY_CONCERN_PASS,SIDE_CRASH_PICTURE,SIDE_CRASH_VIDEO,ROLLOVER_STARS,ROLLOVER_STARS_2,ROLLOVER_POSSIBILITY,ROLLOVER_POSSIBILITY_2,ROLL_FOOT_NOTES,ROLL_SAFETY_CONCERN,SIDE_POLE_STARS,POLE_FOOT_NOTES,POLE_SAFETY_CONCERN,SIDE_POLE_PICTURE,SIDE_POLE_VIDEO,NHTSA_ESC,NHTSA_FRNT_COLLISION_WARNING,NHTSA_LANE_DEPARTURE_WARNING,NHTSA_BACKUP_CAMERA,COMPLAINTS_COUNT,RECALLS_COUNT,INVESTIGATIONS_COUNT,MMY,VEHICLE_ID
TOYOTA,PRIUS,2014,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v08459P081.jpg,4,4,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v08459P082.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v08459C021.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v08458P107.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v08458C013.wmv,4,Not Rated,0.121,0.0,,,4,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v08463P073.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v08463C014.wmv,Standard,Optional,Optional,,74.0,1.0,0.0,2014 Toyota Prius 5 HB FWD,8160.0
TOYOTA,PRIUS PLUG-IN HYBRID,2014,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,4,Not Rated,0.124,0.0,,,Not Rated,,,,,Standard,Optional,No,,72.0,2.0,0.0,2014 Toyota Prius Plug-In Hybrid 5 HB FWD,8141.0
TOYOTA,RAV4,2014,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v08356P085.jpg,4,4,4,3,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v08356P086.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v08356C016.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v08184P110.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v08184C012.wmv,4,Not Rated,0.16899999999999998,0.0,,,4,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v08190P079.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v08190C010.wmv,Standard,No,No,,55.0,3.0,0.0,2014 Toyota Rav4 SUV AWD,8144.0
TOYOTA,YARIS,2014,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v07605P076.jpg,4,4,5,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v07605P077.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v07605C021.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v07602P103.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v07602C001.wmv,4,Not Rated,0.136,0.0,,,4,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v07600P070.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v07600C001.wmv,Standard,No,No,,2.0,1.0,0.0,2014 Toyota Yaris Liftback 5 HB FWD,8139.0
VOLKSWAGEN,BEETLE,2014,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v08064P082.jpg,5,4,5,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v08064P081.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v08064C021.wmv,5,5,5,"Although not included in the star rating, the rear passenger dummy's thoracic rib deflection reading was elevated.",,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v07616P103.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v07616C001.wmv,4,Not Rated,0.105,0.0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v07603P070.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v07603C001.wmv,Standard,No,No,,19.0,3.0,0.0,2014 Volkswagen Beetle 2 DR FWD,8082.0
VOLKSWAGEN,CC,2014,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,4,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,52.0,4.0,2.0,2014 Volkswagen CC 4 DR AWD,8083.0
VOLKSWAGEN,EOS,2014,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,24.0,1.0,0.0,2014 Volkswagen EOS C FWD,8598.0
VOLKSWAGEN,GOLF,2014,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,5.0,3.0,2.0,2014 Volkswagen Golf 2 DR FWD,8599.0
VOLKSWAGEN,GTI,2014,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,4.0,1.0,2.0,2014 Volkswagen GTI 2 DR FWD,8600.0
VOLKSWAGEN,JETTA,2014,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v07194P005.jpg,5,4,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v07194P080.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v07194C016.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v08451P106.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v08451C001.wmv,4,Not Rated,0.111,0.0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v08453P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v08453C014.wmv,Standard,No,No,,141.0,3.0,2.0,2014 Volkswagen Jetta 4 DR FWD,8087.0
VOLKSWAGEN,PASSAT,2014,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v07526P005.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v07526P077.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v07526C015.wmv,5,4,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v07479P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v07479C012.wmv,4,Not Rated,0.107,0.0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v07474P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v07474C012.wmv,Standard,No,No,,342.0,6.0,2.0,2014 Volkswagen Passat 4 DR FWD,8090.0
VOLKSWAGEN,TIGUAN,2014,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v08155P086.jpg,4,3,4,3,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v08155P085.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v08155C016.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v07984P109.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v07984C012.wmv,4,Not Rated,0.174,0.0,,,4,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v07979P076.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v07979C012.wmv,Standard,No,No,,21.0,2.0,2.0,2014 Volkswagen Tiguan SUV AWD,8091.0
VOLKSWAGEN,TOUAREG,2014,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,16.0,2.0,0.0,2014 Volkswagen Touareg SUV AWD,8602.0
VOLVO,S60,2014,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v07577P077.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v07577P078.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v07577C001.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v07578P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v07578C001.wmv,5,Not Rated,0.1,0.0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v07581P071.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v07581C001.wmv,Standard,Standard,Optional,,8.0,1.0,0.0,2014 Volvo S60 4 DR AWD,8053.0
VOLVO,S80,2014,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,Standard,Optional,,1.0,0.0,0.0,2014 Volvo S80 4 DR AWD,8348.0
VOLVO,XC60,2014,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v07188P079.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v07188P080.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v07188C016.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v07118P103.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v07118C012.wmv,4,Not Rated,0.17600000000000002,0.0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2014/v07114P066.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2014/v07114C014.wmv,Standard,Standard,Optional,,7.0,1.0,0.0,2014 Volvo XC60 SUV AWD,8050.0
VOLVO,XC70,2014,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,Standard,Optional,,1.0,1.0,0.0,2014 Volvo XC70 SW AWD,8349.0
VOLVO,XC90,2014,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,4,Not Rated,0.179,0.0,,,Not Rated,,,,,Standard,No,No,,1.0,0.0,0.0,2014 Volvo XC90 SUV AWD,8054.0
AUDI,A3,2015,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v09005P005.jpg,5,4,4,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v09005P087.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2015/v09005C016.wmv,5,5,5,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row.,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v09008P108.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2015/v09008C012.wmv,4,Not Rated,0.109,0.0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v09007P079.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2015/v09007C012.wmv,,Optional,Optional,,33.0,4.0,0.0,2015 Audi A3 4 DR AWD,9403.0
AUDI,TT,2015,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,,No,No,,0.0,0.0,0.0,2015 Audi TT 2 DR AWD,9426.0
AUDI,A4,2015,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v08024P005.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v08024P086.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2015/v08024C016.wmv,5,4,5,These ratings are applicable to vehicles with side curtains in the front and rear seats and torso/pelvis side air bags in the front seats.,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v07028P098.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2015/v07028C011.wmv,5,Not Rated,0.099,0.0,,,5,These ratings are applicable to vehicles with side curtains in the front and rear seats and torso/pelvis side air bags in the front seats.,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v07033P002.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2015/v07033C014.wmv,,Optional,No,,7.0,3.0,0.0,2015 Audi A4 4 DR AWD,9073.0
AUDI,ALLROAD,2015,,5,5,5,5,,,,,,,5,4,5,These ratings are applicable to vehicles with side curtains in the front and rear seats and torso/pelvis side air bags in the front seats.,,,,,,4,Not Rated,0.11599999999999999,0.0,,,5,These ratings are applicable to vehicles with side curtains in the front and rear seats and torso/pelvis side air bags in the front seats.,,,,,Optional,No,,2.0,1.0,0.0,2015 Audi Allroad SW AWD,9077.0
AUDI,A5,2015,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,,Optional,No,,3.0,2.0,0.0,2015 Audi A5 2 DR AWD,9409.0
AUDI,A6,2015,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v08520P086.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v08520P085.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2015/v08520C016.wmv,5,5,5,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row.,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v08525P109.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2015/v08525C012.wmv,5,Not Rated,0.09,0.0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v08524P073.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2015/v08524C012.wmv,,Optional,No,,5.0,1.0,0.0,2015 Audi A6 4 DR AWD,9164.0
AUDI,A7,2015,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,,Optional,No,,1.0,1.0,0.0,2015 Audi A7 4 DR AWD,9411.0
AUDI,A8,2015,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,,Optional,No,Standard,7.0,0.0,0.0,2015 Audi A8 4 DR AWD,9412.0
AUDI,Q3,2015,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,,No,No,,3.0,2.0,0.0,2015 Audi Q3 SUV AWD,9414.0
AUDI,Q5,2015,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v08538P082.jpg,4,4,4,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v08538P083.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2015/v08538C020.wmv,5,5,5,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v08536P106.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2015/v08536C013.wmv,4,Not Rated,0.151,0.0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v08532P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2015/v08532C014.wmv,,Optional,No,,12.0,5.0,0.0,2015 Audi Q5 SUV AWD,9078.0
AUDI,Q7,2015,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,4,Not Rated,0.185,0.0,,,Not Rated,,,,,,No,No,,12.0,1.0,0.0,2015 Audi Q7 SUV AWD,9081.0
AUDI,R8,2015,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,,No,No,,0.0,0.0,0.0,2015 Audi R8 2 DR AWD,9415.0
AUDI,S3,2015,,5,4,4,5,,,,,,,5,5,5,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row.,,,,,4,Not Rated,0.109,0.0,,,5,,,,,,No,Optional,,2.0,0.0,0.0,2015 Audi S3 4 DR AWD,9420.0
AUDI,S4,2015,,5,5,5,5,,,,,,,5,4,5,These ratings are applicable to vehicles with side curtains in the front and rear seats and torso/pelvis side air bags in the front seats.,,,,,,5,Not Rated,0.099,0.0,,,5,These ratings are applicable to vehicles with side curtains in the front and rear seats and torso/pelvis side air bags in the front seats.,,,,,Optional,No,,0.0,1.0,0.0,2015 Audi S4 4 DR AWD,9075.0
AUDI,S6,2015,,5,5,5,5,,,,,,,5,5,5,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row.,,,,,5,Not Rated,0.09,0.0,,,5,,,,,,Optional,No,,0.0,0.0,0.0,2015 Audi S6 4 DR AWD,9166.0
AUDI,RS7,2015,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,,Optional,No,,0.0,0.0,0.0,2015 Audi RS7 4 DR AWD,9419.0
AUDI,S7,2015,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,,Optional,No,,0.0,1.0,0.0,2015 Audi S7 4 DR AWD,9424.0
AUDI,S5,2015,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,,Optional,No,,0.0,0.0,0.0,2015 Audi S5 2 DR AWD,9423.0
AUDI,SQ5,2015,,4,4,4,5,,,,,,,5,5,5,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row,,,,,4,Not Rated,0.151,0.0,,,5,,,,,,Optional,No,,2.0,1.0,0.0,2015 Audi SQ5 SUV AWD,9079.0
AUDI,TTS,2015,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,,No,No,,0.0,0.0,0.0,2015 Audi TTS 2 DR AWD,9428.0
BENTLEY,CONTINENTAL GT,2015,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,,No,No,,0.0,0.0,0.0,2015 Bentley Continental GT 2 DR AWD,9820.0
BENTLEY,CONTINENTAL GT SPEED,2015,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,,No,No,,0.0,0.0,0.0,2015 Bentley Continental GT Speed 2 DR AWD,9823.0
BENTLEY,CONTINENTAL GT V8,2015,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,,No,No,,0.0,0.0,0.0,2015 Bentley Continental GT V8 2 DR AWD,9821.0
BMW,320I,2015,,5,4,4,5,,,,,,,5,5,5,,,,,,,5,Not Rated,0.095,0.0,,,5,,,,,,No,No,,3.0,1.0,0.0,2015 BMW 320I 4 DR RWD,9168.0
BMW,320I XDRIVE,2015,,5,4,4,5,,,,,,,5,5,5,,,,,,,5,Not Rated,0.095,0.0,,,5,,,,,,No,No,,3.0,1.0,0.0,2015 BMW 320I Xdrive 4 DR AWD,9169.0
BMW,328I,2015,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v07857P076.jpg,5,4,4,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v07857P077.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2015/v07857C019.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v07858P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2015/v07858C013.wmv,5,Not Rated,0.095,0.0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v07859P071.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2015/v07859C014.wmv,,Optional,Optional,,9.0,1.0,0.0,2015 BMW 328 I 4 DR RWD,9172.0
BMW,335I,2015,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v07857P076.jpg,5,4,4,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v07857P077.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2015/v07857C019.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v07858P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2015/v07858C013.wmv,5,Not Rated,0.095,0.0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v07859P071.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2015/v07859C014.wmv,,Optional,Optional,,0.0,1.0,0.0,2015 BMW 335 I 4 DR RWD,9174.0
BMW,428I,2015,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,,Optional,Optional,,9.0,2.0,0.0,2015 BMW 428I 2 DR RWD,9433.0
BMW,535D,2015,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,,Optional,Optional,,0.0,0.0,0.0,2015 BMW 535D 4 DR RWD,9442.0
BMW,I3,2015,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,,Optional,No,,7.0,3.0,0.0,2015 BMW I3 5 HB RWD,9492.0
BMW,I8,2015,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,,Optional,No,,2.0,1.0,0.0,2015 BMW I8 2 DR AWD,9493.0
BMW,M235I,2015,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,,Optional,Optional,,1.0,0.0,0.0,2015 BMW M235I 2 DR RWD,9467.0
BMW,M3,2015,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,,Optional,Optional,,0.0,2.0,0.0,2015 BMW M3 4 DR RWD,9468.0
BMW,M4,2015,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,,Optional,Optional,,0.0,2.0,0.0,2015 BMW M4 2 DR RWD,9470.0
BMW,M5,2015,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,,Optional,Optional,,1.0,1.0,0.0,2015 BMW M5 4 DR RWD,9471.0
FIAT,500,2015,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v07505P076.jpg,4,4,4,3,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v07505P077.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2015/v07505C019.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v08044P001.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2015/v08044C001.wmv,4,Not Rated,0.147,0.0,,,3,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2015/v07511P071.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2015/v07511C014.wmv,,No,No,,42.0,2.0,0.0,2015 Fiat 500 3 HB FWD,9210.0
FIAT,500L,2015,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,,No,No,,13.0,2.0,0.0,2015 Fiat 500L 5 HB FWD,9535.0
